customer_id,name,email,phone,age,parental_consent,consent_given,consent_date,transaction_id,amount,transaction_date,data_retention_days,purchase_category,vendor_shared,location
CUST00677,Prisha Dhaliwal,bishakha55@example.com,8187959676,22,True,True,2026-05-16,TXN08040,20255.25,2026-03-29,37,Travel,False,Mira-Bhayandar
CUST00678,Krisha Amble,oshavenkatesh@example.org,+916809068660,62,True,True,2025-09-16,TXN07899,26811.67,2026-01-19,279,Grocery,False,Bikaner
CUST00679,Pavani Vohra,issacanjali@example.org,+916936675311,34,True,True,2025-12-21,TXN01486,42681.77,2026-04-10,183,Grocery,False,Amaravati
CUST00680,Upasna Sundaram,vidhichowdhury@example.org,2979730352,18,True,True,2026-04-05,TXN09085,19269.77,2026-02-01,79,Clothing,True,Ahmednagar
CUST00681,Falan Murthy,qabil71@example.org,1628183670,32,True,True,2026-05-14,TXN01391,21955.39,2026-04-09,40,Clothing,False,Gorakhpur
CUST00682,Turvi Balan,avibrar@example.net,3370518951,21,True,True,2025-09-03,TXN06370,27073.55,2026-06-21,292,Grocery,True,Ujjain
CUST00683,Lucky Rau,lbora@example.net,09276361097,44,True,True,2026-04-26,TXN00607,16952.16,2026-03-04,58,Travel,False,Bhiwani
CUST00684,Ira Khalsa,edugar@example.com,05544932526,15,False,True,2025-10-27,TXN08792,29009.35,2026-04-14,238,Electronics,False,Khandwa
CUST00685,Lucky Kashyap,omkaarchacko@example.org,+919659266408,15,False,True,2026-01-16,TXN03977,6613.83,2025-12-09,158,Clothing,False,Vijayanagaram
CUST00686,Thomas Venkatesh,ria80@example.net,9032264083,53,True,True,2025-11-24,TXN02797,3291.49,2026-05-12,210,Electronics,False,Kottayam
CUST00687,Ayaan Pingle,akrishnamurthy@example.org,+913916763550,20,True,True,2026-04-16,TXN06984,41811.21,2026-01-18,68,Travel,False,Allahabad
CUST00688,Isaiah Tripathi,swalia@example.net,09640565328,56,True,True,2025-10-01,TXN05269,39675.77,2026-04-20,264,Electronics,False,Danapur
CUST00689,Vidhi Kumer,turvideo@example.net,4156417537,50,True,True,2025-09-14,TXN02754,27715.05,2026-01-28,281,Health,False,Bikaner
CUST00690,Lakshit Malhotra,gopalsunder@example.net,06332704299,28,True,False,2025-09-08,TXN06163,879.95,2025-12-25,288,Health,False,Pali
CUST00691,Sai Korpal,chaturasrivastava@example.net,+911367022092,18,True,True,2025-10-18,TXN04649,40389.85,2025-12-23,247,Health,False,Kirari Suleman Nagar
CUST00692,Ishita Goyal,warindershanker@example.com,0072474990,57,True,True,2025-10-07,TXN03920,30565.85,2026-01-28,258,Electronics,False,Bhind
CUST00693,Wriddhish Aurora,arjun16@example.com,8525834018,51,True,True,2026-01-19,TXN04935,328.05,2026-06-12,155,Clothing,False,Baranagar
CUST00694,Lavanya Lad,jeet50@example.org,01632297994,25,True,True,2026-01-28,TXN08843,23264.38,2025-12-24,146,Travel,False,Bhagalpur
CUST00695,Hemani Dube,palchampak@example.com,+917896228993,55,True,True,2025-09-11,TXN07773,8072.0,2025-12-27,284,Electronics,True,Warangal
CUST00696,Ekani Narayan,sanayamistry@example.net,1663301946,16,False,True,2025-11-18,TXN07425,37046.8,2026-03-01,217,Books,False,Haridwar
CUST00697,Chaitaly Kohli,esharaf@example.com,8921786070,24,True,True,2025-09-04,TXN03856,29676.06,2026-03-17,291,Grocery,True,Ujjain
CUST00698,Chanakya Ganesan,tristanoak@example.com,2899238941,39,True,True,2026-03-11,TXN05344,11932.21,2026-02-08,103,Health,False,Shivpuri
CUST00699,Zashil Varkey,vshere@example.com,08987133600,68,True,True,2026-05-12,TXN00891,7332.57,2025-12-20,41,Books,False,Ajmer
CUST00700,Faqid Dora,vaishnavibora@example.net,07516962352,42,True,True,2025-12-13,TXN05876,10190.32,2026-03-06,191,Clothing,True,Shahjahanpur
CUST00701,Jackson Madan,hayregautam@example.com,04363685765,15,True,True,2025-09-13,TXN02805,11070.69,2026-01-01,282,Grocery,False,Sri Ganganagar
CUST00702,Wahab Bakshi,fpall@example.org,+910015004858,51,True,True,2026-04-14,TXN09472,42764.7,2026-06-13,69,Electronics,False,Nandyal
CUST00703,Krishna Sangha,lsane@example.com,+918608395634,39,True,True,2026-01-16,TXN07582,36527.89,2026-06-21,158,Travel,False,Karawal Nagar
CUST00704,Deepa Sandal,harsh66@example.net,06881010439,68,True,True,2025-11-30,TXN09696,45696.36,2026-03-30,205,Electronics,False,Bijapur
CUST00705,Janani Aurora,teerthchad@example.net,09831551441,39,True,False,2025-09-08,TXN00551,19776.58,2026-03-09,288,Travel,False,Bhalswa Jahangir Pur
CUST00706,Ayushman Andra,anmol23@example.net,06220036581,65,True,True,2026-01-18,TXN06663,6722.33,2025-12-22,156,Grocery,False,Nangloi Jat
CUST00707,Krish Bava,girindra27@example.com,00686101240,28,True,True,2025-09-22,TXN07525,37389.61,2026-03-10,273,Electronics,False,Bhavnagar
CUST00708,Gunbir Mani,ttaneja@example.net,08896505964,75,True,True,2026-04-08,TXN06069,35224.71,2026-05-28,76,Electronics,False,Kumbakonam
CUST00709,Arjun Chaudhary,crastogi@example.org,+910376199478,68,True,True,2025-12-17,TXN04860,13562.49,2026-04-21,188,Books,False,New Delhi
CUST00710,Turvi Bhalla,ppingle@example.com,+916245392489,47,True,True,2025-10-26,TXN05501,2835.1,2026-04-20,239,Travel,False,Thrissur
CUST00711,Vansha Rattan,sunderkiaan@example.com,03117397323,36,True,True,2025-09-28,TXN05990,32443.82,2026-02-16,267,Travel,False,Ichalkaranji
CUST00712,Abhiram Sanghvi,mukhopadhyayganga@example.com,+912133975002,17,True,True,2026-04-08,TXN07840,37638.63,2026-01-02,75,Travel,False,Raebareli
CUST00713,Edhitha Goda,khoslagaurangi@example.com,+912160292429,26,True,True,2026-04-05,TXN08251,13929.55,2026-02-07,79,Electronics,False,Bidhannagar
CUST00714,Ekani Varma,harrison51@example.net,2253724746,36,True,True,2026-01-15,TXN08715,26689.49,2026-03-20,158,Grocery,True,Munger
CUST00715,Vyanjana Dube,rattanyashodhara@example.com,0055029755,41,True,True,2026-04-16,TXN01076,44210.55,2026-06-11,68,Electronics,False,Bangalore
CUST00716,Ekalinga Ghosh,aditya69@example.net,+911453891686,18,True,True,2025-10-18,TXN02700,34884.4,2026-06-14,248,Health,True,Ghaziabad
CUST00717,Balveer Pandey,bsawhney@example.org,+911049537210,22,True,True,2026-01-25,TXN08871,23747.86,2026-04-09,149,Health,True,Raiganj
CUST00718,Damini Chawla,mason28@example.com,00649119435,41,True,True,2025-09-02,TXN03807,26029.06,2026-01-12,293,Grocery,True,Tezpur
CUST00719,Dominic Gala,samichavvi@example.net,5636865921,39,True,True,2026-03-05,TXN08687,22318.29,2026-05-11,109,Grocery,False,Madanapalle
CUST00720,Vedhika Parmer,mbawa@example.org,0684871139,49,True,True,2026-04-13,TXN07934,14478.5,2026-01-08,71,Electronics,True,Rajahmundry
CUST00721,Baghyawati Kamdar,sarnaowen@example.net,09033638298,22,True,True,2026-01-06,TXN08771,48662.98,2026-01-07,167,Travel,False,Delhi
CUST00722,Yamini Chakrabarti,dewanabhiram@example.org,+914172504906,57,True,True,2026-04-14,TXN05188,22100.34,2026-01-06,69,Grocery,True,Agra
CUST00723,Yuvraj Mangal,benjaminapte@example.net,2989998165,24,True,True,2026-03-20,TXN02424,27039.34,2026-04-16,94,Clothing,False,Bhusawal
CUST00724,Neelima Ramachandran,nnagar@example.net,1749833036,47,True,True,2026-05-21,TXN02382,46397.78,2026-02-23,33,Clothing,False,Sultan Pur Majra
CUST00725,Omkaar Din,amolnaidu@example.com,00731013132,13,True,False,2026-02-01,TXN04749,37732.67,2026-03-16,141,Books,False,Nagercoil
CUST00726,Samesh Mandal,memonoscar@example.com,+916612186212,55,True,True,2026-02-07,TXN01841,45018.71,2026-06-03,136,Clothing,False,Chandrapur
CUST00727,Bhavika Peri,arorahamsini@example.org,+913507703889,56,True,True,2025-11-24,TXN07307,16385.69,2026-02-23,210,Books,False,Bhiwandi
CUST00728,Ganga Kashyap,invalid-email,02860662229,54,True,True,2026-01-27,TXN03207,26966.77,2026-05-09,147,Health,False,Meerut
CUST00729,Qadim Behl,krishjasmit@example.org,+911489857792,56,True,True,2025-09-21,TXN05207,25626.64,2026-03-17,274,Electronics,True,Mahbubnagar
CUST00730,Dayita Sridhar,anatarajan@example.org,0049804774,71,True,True,2025-12-20,TXN06327,14304.05,2026-04-26,184,Grocery,False,Udaipur
CUST00731,Ishani Ratti,harita07@example.net,01151320808,32,True,False,2026-05-08,TXN07279,20838.93,2025-12-22,46,Health,False,Hajipur
CUST00732,Darpan D’Alia,yaminikoshy@example.net,+918088577671,31,True,True,2026-03-26,TXN06787,29400.29,2026-06-02,88,Electronics,False,Pudukkottai
CUST00733,Yug Kapoor,narulavasana@example.net,02364129953,22,True,True,2026-01-12,TXN01084,29574.88,2026-05-27,162,Health,False,Jammu
CUST00734,Hardik Tara,bhavika23@example.net,03778392611,18,True,True,2026-02-28,TXN07572,37786.66,2026-01-28,114,Clothing,True,Serampore
CUST00735,Balvan Thakur,tnagi@example.net,4999788598,25,True,True,2025-12-16,TXN04948,15265.33,2026-03-25,189,Books,True,Phagwara
CUST00736,Oliver Pingle,rsingh@example.com,07696219704,60,True,True,2025-09-04,TXN07743,33329.08,2025-12-05,292,Grocery,True,Ahmednagar
CUST00737,Ethan Hayer,lakshmi57@example.net,9725708249,39,True,True,2026-05-17,TXN04542,48534.2,2026-04-12,37,Books,True,Thane
CUST00738,Ranveer Lall,nsalvi@example.com,09555794406,60,True,True,2026-01-13,TXN07800,40932.21,2026-03-02,160,Grocery,True,Rohtak
CUST00739,Aadi Dass,riyasabharwal@example.net,7483609550,45,True,True,2025-09-01,TXN02395,43928.03,2026-01-26,294,Clothing,False,Tinsukia
CUST00740,Hemangini Chaudhari,parthgandhi@example.net,+910859869710,35,True,True,2025-11-14,TXN05833,14654.04,2026-02-26,220,Travel,False,Chinsurah
CUST00741,Kiaan Sura,virajdeo@example.org,0785920292,72,True,True,2025-10-22,TXN02739,43634.91,2026-04-09,243,Travel,False,Nellore
CUST00742,Tanveer Grewal,amrita54@example.com,+911687509223,64,True,True,2026-03-14,TXN09504,7271.5,2026-04-21,101,Clothing,True,Jalgaon
CUST00743,Simon Venkatesh,jonathansant@example.com,0058307974,46,True,True,2026-04-10,TXN02672,7812.29,2026-02-25,74,Clothing,False,Hapur
CUST00744,Shaurya Ray,patlaturvi@example.net,5964568281,66,True,True,2026-05-14,TXN08613,35656.1,2026-04-06,39,Travel,False,Mango
CUST00745,Aachal Lad,nagyaradhana@example.com,+918654118257,61,True,True,2025-12-26,TXN02151,24027.96,2026-06-05,178,Grocery,True,Bhimavaram
CUST00746,Aradhana More,merchantbhavna@example.net,01163260947,57,True,True,2026-04-21,TXN05605,15303.74,2026-05-31,63,Travel,False,Bhind
CUST00747,Hredhaan Gopal,dubeyvedant@example.org,4396383932,65,True,True,2025-10-03,TXN05037,6597.89,2026-04-22,262,Electronics,False,Aligarh
CUST00748,Kala Goda,gillfariq@example.com,+914745647230,40,True,True,2026-04-11,TXN07066,5480.09,2025-12-20,72,Travel,False,Pune
CUST00749,Victor Thakur,jayaramananmol@example.org,08710993716,45,True,True,2026-01-10,TXN04943,37752.06,2026-06-04,163,Electronics,True,Rohtak
CUST00750,Gabriel Dhillon,freddy@example.org,0934837538,71,True,True,2026-02-13,TXN00480,42308.49,2026-01-14,129,Grocery,False,Kavali
CUST00751,Benjamin Mandal,jeremiah47@example.com,09022594673,73,True,True,2025-12-07,TXN03963,3510.02,2026-05-24,197,Books,False,Anantapuram
CUST00752,Wahab Rajagopal,invalid-email,08457168421,61,True,True,2025-10-29,TXN08801,36294.93,2026-01-12,237,Clothing,True,Sambhal
CUST00753,Widisha Singh,senguptashravya@example.com,+915656150829,71,True,True,2026-03-20,TXN07204,5455.49,2026-02-16,94,Grocery,False,Madanapalle
CUST00754,Avi Suri,xsathe@example.com,2385093767,75,True,True,2025-10-28,TXN05150,5604.78,2026-01-19,237,Clothing,True,Singrauli
CUST00755,Abdul Anand,ronith98@example.net,08680055287,44,True,True,2026-03-19,TXN05376,19300.58,2026-03-26,95,Health,True,Mango
CUST00756,Nihal Ratti,vincent01@example.com,+916523605594,51,True,True,2026-03-14,TXN06673,42782.75,2026-05-21,100,Clothing,True,Saharsa
CUST00757,Dalbir Chakrabarti,invalid-email,+915615959706,67,True,True,2026-04-28,TXN02938,33740.53,2026-03-10,56,Travel,False,Kochi
CUST00758,Maanav Ramachandran,aishanivaidya@example.com,02943584293,19,True,True,2026-01-26,TXN06469,29568.81,2026-04-19,148,Electronics,True,Warangal
CUST00759,Jairaj Garg,faqid44@example.net,02758240594,60,True,False,2026-06-07,TXN05549,42217.07,2025-12-18,16,Health,False,Jamnagar
CUST00760,Edhitha Kale,nazarethojasvi@example.net,07813190045,20,True,True,2025-12-28,TXN09535,37839.52,2026-03-14,176,Travel,False,Patna
CUST00761,Edhitha Kannan,ikadakia@example.org,9672262134,73,True,True,2026-01-12,TXN07939,7453.97,2026-04-04,162,Health,False,Etawah
CUST00762,Forum Shroff,aayushdutta@example.org,4798508297,19,True,True,2026-01-16,TXN00487,2737.34,2026-01-20,158,Electronics,False,Uluberia
CUST00763,Bachittar Peri,pranavtank@example.com,+914411552382,44,True,True,2026-06-05,TXN02503,31199.31,2026-02-19,18,Electronics,False,Kochi
CUST00764,Omya Solanki,rajagopalandayita@example.net,06221615878,55,True,True,2026-04-07,TXN08158,13157.1,2026-05-12,77,Grocery,True,Gandhinagar
CUST00765,Om Vala,amahal@example.com,09887171106,64,True,True,2026-02-02,TXN07052,6044.79,2026-06-13,141,Health,True,Mirzapur
CUST00766,Sneha Suresh,ganeshudant@example.com,03553028619,33,True,True,2026-01-02,TXN04966,8290.8,2025-12-12,171,Health,True,Rourkela
CUST00767,Dev D’Alia,vidhiwagle@example.com,+911074961828,21,True,True,2025-12-18,TXN08038,34300.17,2026-05-06,187,Books,False,Munger
CUST00768,Hemang Saran,pantradha@example.net,05671911522,43,True,True,2026-05-02,TXN08106,18952.11,2026-03-16,52,Travel,False,Ajmer
CUST00769,Jason Sur,natarajanpushti@example.com,04000316513,35,True,True,2025-11-17,TXN02101,17508.95,2025-12-17,217,Travel,False,Dehradun
CUST00770,Faqid Nori,aishani66@example.net,5377831421,50,True,True,2026-05-12,TXN05655,20655.29,2026-02-11,41,Electronics,True,Aizawl
CUST00771,Harshil Borra,wallatanish@example.org,+912713725807,55,True,True,2025-11-03,TXN01074,5812.12,2026-02-05,231,Clothing,True,Begusarai
CUST00772,Rohan Nadkarni,yasti72@example.org,+919814194761,14,True,True,2025-09-07,TXN06901,34828.33,2026-04-15,289,Books,False,Pune
CUST00773,Jhalak Nagar,nnarang@example.net,05027395013,14,False,False,2025-12-15,TXN01640,10374.82,2026-02-21,190,Health,False,Jehanabad
CUST00774,Gaurang Rajagopalan,labanbail@example.net,+915753507777,45,True,True,2026-03-09,TXN07144,31808.67,2026-01-07,106,Electronics,True,Thoothukudi
CUST00775,George Sahni,aachal55@example.com,+911320440592,66,True,True,2025-10-28,TXN09397,11371.71,2026-01-27,237,Travel,True,Hazaribagh
CUST00776,Bhavini Nath,mjayaraman@example.net,9150541948,74,True,True,2026-04-29,TXN01103,26600.08,2025-12-24,55,Health,False,Sangli-Miraj & Kupwad
CUST00777,Anjali Mangal,sudiksha04@example.org,03581935232,26,True,True,2025-09-18,TXN04914,27043.38,2026-05-18,277,Clothing,False,Amravati
CUST00778,Aashi Patla,yamini86@example.com,4045247207,39,True,True,2026-02-24,TXN02959,31429.41,2026-03-05,118,Books,False,Dhanbad
CUST00779,Jeet Master,munialka@example.net,+919945757715,68,True,True,2026-01-19,TXN07657,31932.53,2026-04-15,155,Books,False,Bijapur
CUST00780,Om Mani,nairurmi@example.net,05599844706,67,True,True,2025-12-31,TXN08557,23178.09,2026-03-28,174,Clothing,False,Deoghar
CUST00781,Unni Modi,peterram@example.com,4113123117,22,True,True,2026-04-06,TXN01056,42313.75,2026-05-22,77,Grocery,False,Panvel
CUST00782,Harish Chandran,rajavansha@example.com,+918572227398,65,True,True,2025-10-13,TXN03908,9676.61,2026-04-21,253,Clothing,True,Agartala
CUST00783,Bhavika Solanki,balveer42@example.net,8382127616,64,True,True,2026-01-09,TXN00607,13708.33,2026-03-26,165,Electronics,False,Hindupur
CUST00784,Omisha Hegde,mbajwa@example.net,+915999278177,29,True,True,2025-11-16,TXN00692,24343.51,2026-03-25,219,Electronics,False,Gorakhpur
CUST00785,Vihaan Pandey,yashasvirama@example.net,08123212055,16,False,True,2025-09-20,TXN06669,33616.44,2026-04-04,275,Electronics,False,Hosur
CUST00786,Samaksh Prakash,vasatikashah@example.com,6518564248,38,True,False,2026-03-25,TXN08197,26145.68,2026-01-02,89,Books,True,Jammu
CUST00787,Chameli Khalsa,dmahal@example.org,6848576214,73,True,True,2026-01-26,TXN02004,15739.18,2026-03-14,147,Books,True,Burhanpur
CUST00788,Rachita Patil,ekiya79@example.com,00711592651,60,True,True,2026-04-01,TXN02364,10784.02,2026-01-21,82,Grocery,False,Bhalswa Jahangir Pur
CUST00789,Adweta Mall,anay18@example.org,+912062251688,41,True,True,2026-05-04,TXN01851,21246.69,2025-12-16,49,Travel,False,Salem
CUST00790,Caleb Bali,pahal21@example.net,2712272794,28,True,False,2026-05-09,TXN06026,1151.6,2026-06-09,44,Books,False,Hyderabad
CUST00791,Kabir Dhar,rattangeetika@example.com,08637586914,15,False,True,2026-03-07,TXN03927,19296.04,2026-06-10,107,Travel,False,Tadipatri
CUST00792,Harish Chatterjee,ikshitadate@example.org,9545362545,74,True,True,2026-05-16,TXN03873,19484.7,2026-04-20,38,Health,False,Guwahati
CUST00793,Pooja Goswami,kalpitkhurana@example.com,1406547232,72,True,False,2025-11-09,TXN03858,42984.9,2025-12-23,225,Clothing,False,Jamalpur
CUST00794,Krishna Parekh,mugdha15@example.net,+919941214744,71,True,True,2025-11-27,TXN00556,4096.72,2026-05-16,208,Health,False,Durg
CUST00795,Udant Mangat,ekapad75@example.net,0695754525,43,True,True,2026-05-23,TXN01645,34954.26,2026-02-09,31,Books,False,Sonipat
CUST00796,Girish Kakar,ywali@example.org,+911779023711,17,True,True,2026-02-18,TXN00449,32104.5,2026-05-16,125,Clothing,False,Gaya
CUST00797,Anusha Chaudhuri,ayaankonda@example.net,00512006111,53,True,True,2026-03-01,TXN05007,4203.38,2025-12-06,114,Clothing,True,Fatehpur
CUST00798,Baghyawati Pingle,ekarajpradhan@example.org,5175615388,28,True,True,2026-06-04,TXN09733,39652.85,2026-05-19,18,Grocery,False,Sambhal
CUST00799,Yoshita Tank,shivanshvarty@example.org,+910328376811,41,True,True,2026-03-28,TXN05368,10013.32,2026-01-26,86,Health,False,Tadepalligudem
CUST00800,Warda Chakraborty,invalid-email,03229192513,36,True,True,2026-05-08,TXN03678,1246.21,2026-06-11,45,Books,False,Bathinda
CUST00801,Jagdish Bail,ahalder@example.com,7419194058,54,True,True,2025-11-01,TXN04290,8520.92,2025-12-23,233,Health,False,Davanagere
CUST00802,Agastya Kannan,balendra34@example.net,+913517964150,52,True,True,2025-11-10,TXN09294,35957.31,2025-12-23,224,Health,False,Rajpur Sonarpur
CUST00803,Mugdha Bera,christopherpatla@example.net,4960022802,62,True,True,2026-01-06,TXN03329,43110.64,2026-04-18,168,Grocery,True,Rourkela
CUST00804,Aachal Chacko,lavanya25@example.com,+912604399419,31,True,True,2025-12-16,TXN03532,14220.07,2026-03-01,189,Travel,True,Bulandshahr
CUST00805,Ishaan Gour,caleb11@example.net,08045817253,25,True,True,2025-12-23,TXN04290,22603.74,2026-01-03,181,Clothing,True,Patiala
CUST00806,Dhriti Reddy,chatura19@example.net,5499411872,36,True,True,2026-03-03,TXN05297,19937.98,2025-12-22,112,Clothing,False,Bhubaneswar
CUST00807,Chasmum Barman,cdua@example.org,+913596154974,58,True,True,2025-12-28,TXN09126,16709.84,2026-04-03,177,Clothing,True,Panvel
CUST00808,Gaurang Goyal,invalid-email,00436222005,43,True,True,2026-06-12,TXN00746,25276.65,2026-06-10,10,Health,False,Orai
CUST00809,Pahal Rana,kamala95@example.com,08306126566,32,True,False,2026-03-10,TXN00674,13088.55,2025-12-31,105,Books,False,Thoothukudi
CUST00810,Mason Mane,fsubramaniam@example.com,+916468742672,44,True,False,2026-05-09,TXN08691,13094.26,2025-12-31,45,Grocery,False,Mysore
CUST00811,Warinder Wason,cheemavansha@example.com,+910256009722,15,True,False,2026-01-19,TXN07047,43859.13,2026-06-17,155,Books,True,Amravati
CUST00812,Rachita Shenoy,shethniharika@example.org,0362122373,66,True,True,2025-11-11,TXN05170,24614.61,2026-02-05,223,Clothing,False,Parbhani
CUST00813,Orinder Murthy,qpandya@example.com,+915647728332,48,True,True,2026-03-06,TXN02436,9238.75,2026-05-13,109,Health,True,Junagadh
CUST00814,Theodore Andra,samafalguni@example.net,7979013131,29,True,True,2026-01-09,TXN08109,17890.35,2025-12-28,164,Travel,False,Orai
CUST00815,Gopal Dixit,bathbhanumati@example.org,1616960608,48,True,True,2026-01-17,TXN02026,10266.31,2026-05-22,157,Grocery,False,Tiruvottiyur
CUST00816,Omkaar Kala,falan83@example.org,08758805891,24,True,True,2026-04-01,TXN09596,49900.43,2026-05-18,82,Electronics,False,Ambattur
CUST00817,Manbir Bora,rthakkar@example.com,+915570499517,46,True,True,2025-10-18,TXN08162,44379.65,2026-06-06,247,Electronics,True,Indore
CUST00818,Kevin Kale,bumbtanish@example.net,+914301582331,31,True,True,2026-03-12,TXN01738,7773.4,2026-02-21,102,Electronics,False,Muzaffarpur
CUST00819,Wazir Sarin,ekohli@example.com,06646326401,42,True,True,2026-03-06,TXN09736,16538.4,2026-03-05,108,Electronics,False,Akola
CUST00820,Garima Nayar,okuruvilla@example.net,8794393102,54,True,True,2026-01-05,TXN09326,43177.61,2026-06-12,168,Travel,False,Nanded
CUST00821,Daksha Basak,sanya29@example.org,05667966906,31,True,True,2025-09-12,TXN06249,12832.68,2025-12-19,283,Clothing,False,Gangtok
CUST00822,Janani Ghosh,jdugal@example.com,8775792653,74,True,True,2025-12-21,TXN06366,14318.3,2025-12-09,184,Travel,True,Hubli–Dharwad
CUST00823,Chakradev Mander,kashyapamol@example.net,00397609552,22,True,True,2026-01-16,TXN05081,30215.33,2026-03-01,157,Grocery,False,Kirari Suleman Nagar
CUST00824,Gavin Patil,max56@example.net,8528359263,55,True,True,2025-12-12,TXN06359,28196.55,2026-01-14,193,Health,False,Navi Mumbai
CUST00825,Aarna Andra,bhandariwridesh@example.org,8220380745,18,True,True,2026-04-19,TXN06980,25715.74,2026-04-06,64,Health,False,Raebareli
CUST00826,Zaid Varughese,fariq84@example.org,7364214346,56,True,True,2026-03-14,TXN08597,23464.14,2026-01-05,100,Electronics,False,Solapur
CUST00827,Azaan D’Alia,bkhanna@example.com,5223267104,71,True,True,2025-11-22,TXN04922,26202.29,2026-06-19,212,Grocery,False,Baranagar
CUST00828,Omkaar Vasa,wriddhishkurian@example.com,02002132519,49,True,True,2025-09-18,TXN06962,23286.36,2025-12-14,277,Travel,True,Haldia
CUST00829,Henry Sabharwal,darshseshadri@example.org,2805795297,49,True,True,2025-12-08,TXN00267,33112.76,2026-04-01,196,Clothing,False,Raipur
CUST00830,Darpan Munshi,imarannagy@example.net,+919490320773,63,True,True,2025-12-19,TXN04877,36232.32,2025-12-22,186,Travel,False,Kavali
CUST00831,Ishani Chaudhari,ikala@example.org,+913901851038,41,True,True,2025-11-12,TXN03067,4003.2,2026-06-15,223,Books,False,Mumbai
CUST00832,Mason Nayak,invalid-email,04380306751,29,True,True,2025-09-27,TXN01912,32824.47,2026-03-21,269,Health,True,Thrissur
CUST00833,Advay Chaudry,thomas99@example.com,05948457107,57,True,True,2026-03-06,TXN04962,48698.7,2026-05-02,109,Grocery,False,Davanagere
CUST00834,Gauri Karan,kamya94@example.net,8029565440,57,True,True,2026-03-15,TXN02050,9621.02,2026-02-22,99,Electronics,False,Jhansi
CUST00835,Siddharth Trivedi,anay37@example.com,5956551067,57,True,False,2026-05-03,TXN03962,31340.35,2026-01-16,50,Books,False,Thiruvananthapuram
CUST00836,Devika Kant,arunimabhakta@example.org,4970451505,25,True,True,2026-04-07,TXN01909,7705.87,2026-01-03,76,Travel,False,Bidar
CUST00837,Raksha Borra,vrinda04@example.net,3767740609,41,True,False,2026-01-11,TXN03299,41489.59,2026-05-25,163,Health,False,Sambalpur
CUST00838,Krishna Choudhry,ebahl@example.net,+911492197098,16,True,True,2025-09-26,TXN08122,29832.39,2026-05-23,270,Books,False,Vijayawada
CUST00839,Yatan Manda,landra@example.net,09442995048,31,True,True,2025-12-21,TXN07994,3129.16,2026-03-17,184,Electronics,False,Madanapalle
CUST00840,Anay Srinivas,comarchaitanya@example.com,04182464410,40,True,True,2026-02-03,TXN07756,31172.56,2026-01-27,139,Travel,False,Kumbakonam
CUST00841,Aditya Bandi,rehaandhar@example.com,+912469904105,35,True,True,2025-12-31,TXN07689,11681.95,2026-01-06,173,Clothing,False,Kottayam
CUST00842,Ansh Manne,thamanreva@example.com,+911586100042,50,True,True,2025-12-03,TXN07676,14740.36,2026-04-04,201,Travel,False,Dehri
CUST00843,Edhitha Sant,chandraaarini@example.net,01157436185,37,True,False,2026-04-26,TXN07739,42242.11,2026-04-18,58,Books,False,Lucknow
CUST00844,Turvi Nanda,yuvraj29@example.org,5557191364,26,True,True,2026-04-01,TXN03269,24660.07,2026-04-17,82,Health,True,Darbhanga
CUST00845,Abdul Yadav,mmukherjee@example.org,08565459100,73,True,False,2025-11-23,TXN00298,13114.32,2026-01-16,211,Travel,True,Ambarnath
CUST00846,Bimala Raval,treddy@example.net,3919707647,23,True,True,2026-05-03,TXN05534,30916.39,2026-03-15,50,Electronics,False,Madanapalle
CUST00847,Udyati Sachdeva,balsamuel@example.com,1454720953,48,True,True,2025-11-10,TXN00765,27895.42,2026-02-11,225,Clothing,False,Malegaon
CUST00848,Inaya Baral,vansha01@example.net,3142087932,67,True,True,2026-01-23,TXN07174,48136.09,2026-04-17,150,Electronics,False,Raurkela Industrial Township
CUST00849,Chanchal Yohannan,yloyal@example.org,00063321698,75,True,True,2026-02-20,TXN09216,5360.01,2026-05-10,122,Travel,False,Deoghar
CUST00850,Gautam Bakshi,nihal14@example.org,+917697842644,20,True,True,2026-05-18,TXN07234,24969.71,2026-01-05,35,Electronics,True,Gulbarga
CUST00851,Janani Kadakia,nathan79@example.net,04214874478,22,True,True,2025-12-02,TXN07195,38484.04,2026-01-01,202,Electronics,False,Gandhidham
CUST00852,Samuel Kata,raagini38@example.net,05980700466,28,True,True,2026-01-11,TXN04359,37766.78,2026-01-31,162,Grocery,True,Thiruvananthapuram
CUST00853,Amaira Mody,harish00@example.org,05605666612,53,True,True,2025-10-10,TXN03739,21498.26,2026-05-04,256,Health,False,Jehanabad
CUST00854,Samuel Mahajan,ikbal14@example.com,+918952575300,70,True,True,2026-05-01,TXN00488,38530.58,2026-05-12,52,Travel,False,Hapur
CUST00855,Shaurya Chatterjee,ranganathanarjun@example.com,5445586055,64,True,True,2025-09-16,TXN02693,19723.99,2026-02-10,279,Electronics,False,Satara
CUST00856,Radha Lala,wmani@example.com,05647093478,55,True,False,2025-10-10,TXN08517,21023.33,2026-03-29,256,Travel,False,Yamunanagar
CUST00857,Yachana Murty,yogiavi@example.com,+918345862014,57,True,True,2025-11-23,TXN00130,45020.41,2026-05-02,211,Books,False,Kalyan-Dombivli
CUST00858,Eshana Savant,dayitabhat@example.org,+919900074314,71,True,True,2025-12-22,TXN07245,44394.98,2026-04-12,182,Travel,False,Karimnagar
